name,price,comnum,link
" Python网络编程基础 [美] 高森（John Goerzen）,莫迟 等 电子工业出版社 978712104495",74.0,0,http://product.dangdang.com/1600471599.html
 Python可以这样学 董付国 9787302456469,40.02,6,http://product.dangdang.com/1189246669.html
 Python程序设计入门到实战,44.8,2,http://product.dangdang.com/1042225395.html
 Python程序设计教程,36.9,0,http://product.dangdang.com/1599383901.html
" Python 3程序开发指南(第2版 修订版) [美]萨默菲尔德,王弘博,孙传庆 人民邮电出版社〖新华书店,正版保障〗",65.55,0,http://product.dangdang.com/1575961878.html
 Python 3.8从入门到精通（视频教学版）,65.0,0,http://product.dangdang.com/1608145475.html
 图书 Python数据分析基础教程：NumPy学习指南(第2版)利用python进行数据分析Python数据分析数据科,51.2,0,http://product.dangdang.com/1598857528.html
 Python绝技 运用Python成为*黑客python基础教程 python核心编程计算机网络程序爬虫从入门到精通实,82.8,0,http://product.dangdang.com/1598853458.html
 Python语言及其应用python语言程序设计Python程序设计教程Python书籍python学习手册pytho,77.5,0,http://product.dangdang.com/1598845198.html
 Python编程入门 (第3版) 核心编程基础视频教程网络爬虫入门书籍python视频编程从入门到精通程序设计教材图灵,42.4,0,http://product.dangdang.com/1598839458.html
 Python编程系列丛书 共3册,181.4,0,http://product.dangdang.com/1524849858.html
 Python 3程序开发指南 第2版 修订版 python从入门到实践教程计算机与互联网教材python编程基础教程程,69.9,0,http://product.dangdang.com/1598700898.html
 Python算法教程 Python基础教程 python计算机程序设计语言Python语言算法分析零基础学Python,69.9,0,http://product.dangdang.com/1598683428.html
 Python核心编程 第3版 英文版 python程序开发教程书籍python正则表达式网络编程教程python*书籍,100.2,0,http://product.dangdang.com/1598681328.html
 Python数据分析基础教程 郑丹青 高等院校计算机专业本专科教材 人民邮电出版社 NumPy统计分析可视化 pand,37.0,0,http://product.dangdang.com/1598462916.html
 Python Qt GUI与数据可视化编程,99.0,0,http://product.dangdang.com/1598073677.html
 Python Web开发 测试驱动方法,60.66,0,http://product.dangdang.com/1597020075.html
 【 配套PPT 教案 源代码】Python程序设计基础与应用 名家董付国老师作品 案例丰富 Python 实战应用开发,48.0,0,http://product.dangdang.com/1597009257.html
 【新书店正版】动态语言技术精品书廊 Python源码剖析：深度探索动态语言核心技术 陈儒 电子工业出版社9787121,584.13,0,http://product.dangdang.com/1596347796.html
 Python期货量化交易实战 基于python的金融分析 金融大数据书 量化交易实战教程书籍程序化交易 自动化交易,45.0,0,http://product.dangdang.com/1596331036.html
 PYTHON数据处理 (美)杰奎琳？凯泽尔//凯瑟琳？贾缪尔,72.3,4,http://product.dangdang.com/1484886847.html
 【正版包邮】 Python机器学习实践指南,69.3,0,http://product.dangdang.com/1594467744.html
 Python测试驱动开发(影印版) （美）珀西瓦尔 东南大学出版社【新华书店 畅读无忧】,84.55,0,http://product.dangdang.com/1578896614.html
 自然语言处理Python进阶,46.6,243,http://product.dangdang.com/26509831.html
 Python数据分析基础教程,47.7,0,http://product.dangdang.com/28526072.html
 人邮新书 Python数据科学手册 数据分析计算书籍 机器学习 NumPy数据存储 Matplotl,81.75,2,http://product.dangdang.com/1229780797.html
 Python数据分析：基于Plotly的动态可视化绘图,62.2,329,http://product.dangdang.com/25279160.html
 机器学习算法的数学解析与Python实现,70.3,58,http://product.dangdang.com/28503697.html
 21天学通Python（第2版）,29.9,322,http://product.dangdang.com/25242552.html
 Python 3 程序设计,47.7,66,http://product.dangdang.com/26909455.html
 疯狂Python讲义 李刚 python编程从入门到精通实践计算机语言程序设计 python基础教程核心技术网络爬虫p,112.0,0,http://product.dangdang.com/1554871665.html
 用Python写网络爬虫 [澳]理查德 劳森(Richard Lawson) 9787115431790,24.75,23,http://product.dangdang.com/1094496591.html
 Python网络数据爬取及分析从入门到精通（爬取篇）（内容讲解专业但不晦涩，实例分析实际但不枯燥）,47.2,90,http://product.dangdang.com/25282162.html
 Web接口开发与自动化测试——基于Python语言,46.6,3009,http://product.dangdang.com/24244869.html
" Python基础教程(第2版,修订版)(第2版,修订版) Magnus Lie Hetland 软硬件技术 人民邮电出",75.21,1,http://product.dangdang.com/1340903721.html
 利用Python进行数据分析 Python编程从入门到实践核心编程基础教,99.99,2,http://product.dangdang.com/1525535238.html
 【赠源代码】python编程 从入门到实践python基础教程数据分析python学习手册编程入门迅速掌握Python,87.0,0,http://product.dangdang.com/1609473827.html
 树莓派实战全攻略:Scratch、Python、Linux、Minecraft应用与机器人智能制作,94.8,234,http://product.dangdang.com/25302468.html
 Python编程快速上手 让繁琐工作自动化 python 编程 自动化+流畅的Python PSF研究员 知名PyCo,207.0,4,http://product.dangdang.com/1191013487.html
 python学习手册 第4版 python编程从入门到精通 python入门计算机,91.0,1,http://product.dangdang.com/1520872258.html
 Python期货量化交易实战 基于python的金融分析 金融大数据书 量化交易实战教程书籍程序化交易 自动化交易,44.0,0,http://product.dangdang.com/1587189823.html
 Python学习手册 第4版 Python运维实践 计算机网络 程序设计机械工业 python编程入门经典书籍 Pyt,113.0,0,http://product.dangdang.com/1555329785.html
 Python数据分析 *二2版 Python 数据科学教程书 数据分析 Python机器学习 时间序,34.5,22,http://product.dangdang.com/1296068569.html
 Python程序设计,33.0,50,http://product.dangdang.com/26772509.html
 Python机器学习算法 机器学习算法理论知识 python机器学习入门教程 Python算法理论实践书 机器学习入门,69.0,0,http://product.dangdang.com/1527076991.html
 Python实用教程,29.5,42,http://product.dangdang.com/24046878.html
 【全2册】 Python基础教程（第3版）+ Head First Python(第二版) Python3.5,175.0,15,http://product.dangdang.com/1225810297.html
 【正版特价】Python自然语言处理|231816,37.9,0,http://product.dangdang.com/1529741005.html
 Python数据分析基础教程,36.9,0,http://product.dangdang.com/1584428111.html
 计算机视觉与深度学习实战：以MATLAB、Python为工具,64.3,214,http://product.dangdang.com/28472603.html
 Python机器学习实战案例,29.0,0,http://product.dangdang.com/1580102315.html
 自学Python 编程基础、科学计算及数据分析,54.5,313,http://product.dangdang.com/25245669.html
 Python即学即用,39.5,92,http://product.dangdang.com/24045630.html
 利用Python进行数据分析(原书第2版),37.99,1567,http://product.dangdang.com/1901075837.html
 Python编程：从数据分析到数据科学,53.7,123,http://product.dangdang.com/26490435.html
 深入浅出深度学习：原理剖析与Python实践,62.2,913,http://product.dangdang.com/25082459.html
" 计算机科学丛书：Python语言程序设计 [美] 梁勇（Y.Daniel Liang）,李娜 机械工业出版社【新华书店",77.42,2,http://product.dangdang.com/1571504433.html
 Python Qt GUI快速编程——PyQt编程指南,62.4,869,http://product.dangdang.com/24031641.html
 Python自动化测试实战,58.0,2,http://product.dangdang.com/1575174263.html
 零基础入门学习Python 小甲鱼 python编程从入门到精通实践 pathon3.5语言程序设计基础教程pytho,48.0,8,http://product.dangdang.com/1540072245.html
 Python数据分析从入门到精通,47.6,1394,http://product.dangdang.com/25240877.html
 Anaconda数据科学实战,39.5,0,http://product.dangdang.com/28539582.html
 Python机器学习实践：测试驱动的开发方法,46.6,217,http://product.dangdang.com/25192670.html
 Python编程导论 第2版 计算机编程入门 MOOC教材python编程入门 python编程从入门到实践 pyth,64.0,0,http://product.dangdang.com/1540244275.html
 Python编程基础,31.4,227,http://product.dangdang.com/25246531.html
 Python机器学习 5个数据科学家案例解析,39.3,260,http://product.dangdang.com/25535015.html
 Python项目开发案例集锦全彩版 python基础教程python编程从入门到实践编程书籍python爬虫pytho,120.0,3,http://product.dangdang.com/1540071985.html
 Python与机器学习实战 决策树、集成学习、支持向量机与神经网络算法详解及编程实现 机器学习算法教程 视觉机器学习,65.0,0,http://product.dangdang.com/1527072971.html
" 【全新直发】Python数据科学手册 (美)杰克·万托布拉斯(Jake VanderPlas) 著;陶俊杰,陈小莉 译",101.99,2,http://product.dangdang.com/1571379648.html
 Python 3网络爬虫开发实战 项目开发教程书籍 分布式视频爬虫录音爬虫编写 数据爬取技术 pyspider Scr,96.0,1,http://product.dangdang.com/1554993745.html
 Python程序设计实用教程,56.0,82,http://product.dangdang.com/25288911.html
 Python编程锦囊 pathon编程从入门到实践python基础教程语言程序设计小甲鱼计算机程序设计pathon核心,76.0,1,http://product.dangdang.com/1539920885.html
 计算机二级python 2020年3月 计算机python上机题库 二级python2019 全国计算机等级考试 黄金,36.0,278,http://product.dangdang.com/1502991171.html
 包邮 [套装书]Python数据分析与挖掘实战（第2版）+Python金融大数据|8065141,161.7,1,http://product.dangdang.com/1551925265.html
 Python机器学习及实践 从零开始通往Kaggle竞赛之路 范淼 李超 Python机器学习实战入门图书 Pytho,48.0,1,http://product.dangdang.com/1527074201.html
" Python网络编程基础 [美] 高森（John Goerzen）,莫迟 等 电子工业出版社 978712104495",88.0,1,http://product.dangdang.com/1577372612.html
 【正版特价】Python数据科学实践指南|230343,28.3,1,http://product.dangdang.com/1529752105.html
 Python语言程序设计（微课版）,49.8,13,http://product.dangdang.com/27923065.html
 Python程序设计与案例教程,29.2,17,http://product.dangdang.com/26510672.html
 包邮 Python人脸识别：从入门到工程实践|8058859,48.3,12,http://product.dangdang.com/1439500336.html
 Python程序设计（原书第2版）,96.8,196,http://product.dangdang.com/25582466.html
 Python程序设计,69.5,25,http://product.dangdang.com/27859998.html
 Python 3.x入门到应用实践,62.4,26,http://product.dangdang.com/27857715.html
 Python微服务开发,46.6,316,http://product.dangdang.com/27852643.html
 Python数学编程 Python编程从入门到实践 Python基础教程 Python数据分析数据科,29.5,16,http://product.dangdang.com/1562049235.html
 趣学Python——教孩子学编程,46.6,2768,http://product.dangdang.com/23648843.html
 Python数据预处理技术与实践,54.5,39,http://product.dangdang.com/28486435.html
 Python 3破冰人工智能 从入门到实战,46.6,413,http://product.dangdang.com/27852496.html
 Python计算与编程实践 多媒体方法 第4版,49.5,0,http://product.dangdang.com/28528813.html
 Python金融大数据分析 第2版,69.5,8,http://product.dangdang.com/28527971.html
 Python数据分析实战,46.6,763,http://product.dangdang.com/24025329.html
 Python快速编程入门,38.1,518,http://product.dangdang.com/25156894.html
 Python程序设计教程（第2版）,69.0,39,http://product.dangdang.com/27924565.html
 码农翻身（好玩有趣的编程知识）,40.7,18971,http://product.dangdang.com/25276414.html
 Python程序设计基础与应用,46.9,115,http://product.dangdang.com/25340689.html
 Python——统计人的视角(统计数据分析与应用丛书),31.9,393,http://product.dangdang.com/25231173.html
 Python机器学习（原书第2版）,70.3,799,http://product.dangdang.com/25859443.html
 Python趣味编程：从入门到人工智能,40.7,811,http://product.dangdang.com/27896566.html
 Python从入门到精通,62.4,17,http://product.dangdang.com/28507693.html
 Python极简讲义：一本书入门数据分析与机器学习,75.5,1,http://product.dangdang.com/28537703.html
 Python数据挖掘与机器学习实战,62.4,310,http://product.dangdang.com/27875848.html
 Python带我起飞——入门、进阶、商业实战（python入门级，小白快速上手）,39.5,749,http://product.dangdang.com/25296509.html
 Python Flask Web开发入门与项目实战,78.2,328,http://product.dangdang.com/27903760.html
 正则指引（第2版）,70.3,752,http://product.dangdang.com/25479327.html
 Python数据分析与应用,39.2,767,http://product.dangdang.com/25249785.html
 Python接口自动化测试,46.6,307,http://product.dangdang.com/27873146.html
 Python学习从入门到实践,37.9,179,http://product.dangdang.com/25203952.html
 Python科学计算(第2版),89.1,2269,http://product.dangdang.com/23957701.html
 Python聊天机器人开发：基于自然语言处理与机器学习,40.7,0,http://product.dangdang.com/28537043.html
 Python数据分析 第2版,54.5,1281,http://product.dangdang.com/25278605.html
 Python青少年趣味编程（微课视频版）,34.9,111,http://product.dangdang.com/28524470.html
 Python程序员面试笔试宝典,70.3,1,http://product.dangdang.com/28532402.html
 Python高级编程 第2版,70.3,1525,http://product.dangdang.com/25163810.html
 Python和NLTK自然语言处理,109.0,207,http://product.dangdang.com/26919645.html
 Python语言程序设计(Daniel Liang[梁勇]博士系列丛书之一，以实例教，由实践学，采用基础先行、问题驱动,62.4,1031,http://product.dangdang.com/23689934.html
 基于Python的智能文本分析,69.5,115,http://product.dangdang.com/28498219.html
 实战Python设计模式：可复用面向对象软件开发实践,34.8,6,http://product.dangdang.com/28520544.html
 从Scratch到Python轻松学,64.0,1,http://product.dangdang.com/28527128.html
 正版 Python 3网络爬虫开发实战+Python编程(全2册) 从入门到实践 网络爬虫热门编程语,134.2,105,http://product.dangdang.com/1237312621.html
 Python图形编程：2D和3D图像的创建,70.3,0,http://product.dangdang.com/28539138.html
 PyQt5快速开发与实战,78.2,1303,http://product.dangdang.com/25171220.html
 Python爬虫开发 从入门到实战（微课版）,39.3,731,http://product.dangdang.com/25349717.html
 我的Python世界 玩《Minecraft我的世界》学Python编程,54.5,723,http://product.dangdang.com/25305843.html
 Python大数据基础与实战,39.0,10,http://product.dangdang.com/27924345.html
 青少年Python编程入门 中小学SETM创新教育图书 Python零基础自学入门,22.5,55,http://product.dangdang.com/1410749164.html
 Python编程与几何图形,34.8,1,http://product.dangdang.com/28527241.html
 Python测试之道,47.2,1158,http://product.dangdang.com/25293877.html
 Python基础教程（附教学视频）,40.2,231,http://product.dangdang.com/26254914.html
 Python核心编程从入门到开发实战,46.6,10,http://product.dangdang.com/28512188.html
 Python编程与初级数学,30.8,70,http://product.dangdang.com/27926995.html
 Python数据分析 活用Pandas库,70.3,18,http://product.dangdang.com/28523780.html
 Python应用实战：爬虫、文本分析与可视化,40.2,0,http://product.dangdang.com/28536353.html
 office高级应用与python综合案例实验指导,25.1,1,http://product.dangdang.com/28517289.html
 Python 深度学习实战：75个有关神经网络建模、强化学习与迁移学习的解决方案,62.4,484,http://product.dangdang.com/25299713.html
 超好玩的Python少儿编程,78.2,0,http://product.dangdang.com/28534431.html
 Python密码学编程,54.5,422,http://product.dangdang.com/24013689.html
 Python Linux系统管理与自动化运维,70.3,935,http://product.dangdang.com/25164632.html
 物联网Python开发实战,34.5,692,http://product.dangdang.com/25244043.html
 漫画算法：小灰的算法之旅（Python篇）（全彩）,46.6,7,http://product.dangdang.com/28529383.html
 Python从入门到项目实践（超值版）,62.0,25,http://product.dangdang.com/28477915.html
 Vim 8文本处理实战,29.5,71,http://product.dangdang.com/28512948.html
 Python 3.x基础教程,53.4,143,http://product.dangdang.com/27892110.html
 Python语言从入门到精通,86.1,0,http://product.dangdang.com/28542148.html
 Python绝技运用Python成为*黑客 python编程教程书籍 黑客攻防技术与渗透测试教材,39.5,17,http://product.dangdang.com/1417098867.html
 青少年Python创意编程趣味课堂（微课版）,48.1,31,http://product.dangdang.com/28495119.html
 Python高级机器学习,46.6,15,http://product.dangdang.com/28512950.html
 Python 3.6零基础入门与实战,46.6,175,http://product.dangdang.com/25342576.html
 Python数据科学与机器学习 从入门到实践,54.5,84,http://product.dangdang.com/27884919.html
 Python网络编程（原书第2版）,86.1,82,http://product.dangdang.com/27902951.html
 Python基础教程第3版 python3.5核心编程从入门到实践网络爬虫数据分析 零基础自学pathon从入门到精通,91.0,1,http://product.dangdang.com/1554860005.html
 Python社会媒体挖掘,54.5,132,http://product.dangdang.com/25573749.html
 Python基础与大数据应用实战,18.7,20,http://product.dangdang.com/27931221.html
 Python趣味编程入门,38.7,222,http://product.dangdang.com/25323526.html
 Python金融大数据分析,68.3,6953,http://product.dangdang.com/23814720.html
 Python快速入门精讲,38.7,43,http://product.dangdang.com/26924581.html
 Python语言,55.6,50,http://product.dangdang.com/26512016.html
 Python爬虫开发与项目实战,62.4,1755,http://product.dangdang.com/25091587.html
 基于ArcGIS的Python编程秘笈（第2版）,54.5,846,http://product.dangdang.com/24181662.html
 图解算法——使用Python,36.9,450,http://product.dangdang.com/25535042.html
 Python程序设计基础,26.7,358,http://product.dangdang.com/24156746.html
 Python语言程序设计,40.6,50,http://product.dangdang.com/26914379.html
 算法图解,38.6,12922,http://product.dangdang.com/24214704.html
 Python科学计算最佳实践 SciPy指南,54.5,206,http://product.dangdang.com/26203214.html
 零起点Python大数据与量化交易,78.2,2210,http://product.dangdang.com/24169777.html
 包邮 Python数据分析与挖掘实战|4894338,48.3,1,http://product.dangdang.com/1373410836.html
 ABAQUS Python二次开发攻略 CAE分析大系,47.2,1170,http://product.dangdang.com/23940934.html
 数据科学实战手册 第2版,54.5,154,http://product.dangdang.com/26439905.html
 Python网络爬虫实战（第2版）,62.4,192,http://product.dangdang.com/25341237.html
 Python自然语言处理,62.4,127,http://product.dangdang.com/25340688.html
 多元统计分析——R与Python的实现（基于R应用的统计学丛书）,31.4,78,http://product.dangdang.com/26911029.html
 Python地理数据处理,62.41,0,http://product.dangdang.com/1181032991.html
 Python数据分析基础教程,35.5,93,http://product.dangdang.com/25576410.html
 Python数据分析基础 零编程经验学会Python编程从入门到实践python3.0绝技核心编程基础教程网络爬虫入门,66.0,0,http://product.dangdang.com/1555477755.html
 Python大战机器学习：数据科学家的第一个小目标,54.3,2293,http://product.dangdang.com/24195827.html
 自动化平台测试开发：Python测试开发实战,54.5,826,http://product.dangdang.com/25292087.html
 Python语言程序设计(美)梁勇(Y.DanielLiang)著;李娜译著作,49.8,0,http://product.dangdang.com/1298051909.html
 Python趣味编程入门与实战,62.4,74,http://product.dangdang.com/27905420.html
 Python程序设计,69.0,13,http://product.dangdang.com/28498191.html
 Python学习笔记：从入门到实战,55.1,35,http://product.dangdang.com/28481567.html
 Python机器学习经典实例（影印版）,65.5,38,http://product.dangdang.com/25585420.html
 TensorFlow深度学习：数学原理与Python实战进阶,78.2,0,http://product.dangdang.com/28542177.html
 零基础搭建量化投资系统——以Python为工具,78.2,23,http://product.dangdang.com/28484931.html
 Python数据分析 第2版（影印版）,78.2,76,http://product.dangdang.com/25242265.html
 Python3.6编程实践指南 计算机科学入门 原书第3版,54.5,58,http://product.dangdang.com/26241663.html
 【正版特价】预测分析建模：Python与R语言实现|229224,37.9,1,http://product.dangdang.com/1529756865.html
 包邮 [套装书]Python学习手册（原书第5版）+Python 3标准库（2册|8067181,284.2,2,http://product.dangdang.com/1571659345.html
 Python数据分析基础,39.0,188,http://product.dangdang.com/25161961.html
 Python基础教程,68.0,41,http://product.dangdang.com/27893254.html
 少博士趣学Python,39.95,360,http://product.dangdang.com/26913662.html
 Odoo快速入门与实战：Python开发ERP指南,62.4,104,http://product.dangdang.com/27871515.html
 机器学习：使用OpenCV和Python进行智能图像处理,54.5,1563,http://product.dangdang.com/25585197.html
 Keras深度学习 基于Python,78.2,0,http://product.dangdang.com/28533631.html
" Python编程入门(第3版) [加] Toby Donaldson,袁国忠 人民邮电出版社【新华书店 保证正版】",38.28,8,http://product.dangdang.com/1513723103.html
 Python高性能 第2版,46.6,118,http://product.dangdang.com/25329022.html
 Python Web开发实战,82.7,1251,http://product.dangdang.com/24029839.html
 精通Python网络爬虫：核心技术、框架与项目实战,54.5,1478,http://product.dangdang.com/24227543.html
 Python程序设计教程,39.5,124,http://product.dangdang.com/25168986.html
 数据科学导论：Python语言（原书第3版）,62.4,0,http://product.dangdang.com/28535245.html
 Python网络爬虫实战,63.0,78,http://product.dangdang.com/27862922.html
 Python科学计算基础教程,38.7,333,http://product.dangdang.com/24103416.html
 Django企业开发实战 高效Python Web框架指南 web开发 the5fire力作从入门到,69.3,35,http://product.dangdang.com/1258416614.html
 Python编程从入门到实战的16堂课（第2版）,62.4,47,http://product.dangdang.com/27886293.html
 写给系统管理员的Python脚本编程指南 系统管理 脚本 爬虫 Linux Python脚本编程指南,34.5,6,http://product.dangdang.com/1568360655.html
 Python人工智能项目实战,62.4,49,http://product.dangdang.com/28477055.html
 Python贝叶斯分析,54.5,818,http://product.dangdang.com/25219984.html
 Python数据科学：技术详解与商业实践,78.2,467,http://product.dangdang.com/25310840.html
 强化学习：原理与Python实现,70.3,478,http://product.dangdang.com/27907711.html
 Python可以这样学,54.5,814,http://product.dangdang.com/24180463.html
 量化交易之路 用Python做股票量化分析,67.9,2518,http://product.dangdang.com/25159105.html
 Python核心编程 第3版 英文版,78.2,558,http://product.dangdang.com/23928875.html
 Python 3.x全栈开发从入门到精通,68.3,220,http://product.dangdang.com/27866441.html
 Python文本分析,62.4,501,http://product.dangdang.com/25270163.html
 Python 3 数据分析与机器学习实战,53.4,976,http://product.dangdang.com/25325809.html
 Python语言程序设计基础,42.8,22,http://product.dangdang.com/27869821.html
 Python机器学习,54.5,32,http://product.dangdang.com/27902953.html
 Python 3自动化软件发布系统 -Django 2实战,94.0,54,http://product.dangdang.com/28495378.html
 Python金融数据分析,54.5,407,http://product.dangdang.com/25255618.html
 Python测试驱动开发 使用Django Selenium和JavaScript进行Web编程 第2版,94.0,271,http://product.dangdang.com/25304157.html
 数据结构与算法：Python语言描述,43.1,1976,http://product.dangdang.com/23851162.html
 Python高级数据分析：机器学习、深度学习和NLP实例,46.6,231,http://product.dangdang.com/26509514.html
 Python语言程序设计,37.4,173,http://product.dangdang.com/23956641.html
 跟着迪哥学Python数据分析与机器学习实战,70.3,220,http://product.dangdang.com/27920297.html
 实用卷积神经网络:运用Python实现高级深度学习模型,54.5,374,http://product.dangdang.com/27850574.html
 语料库与python应用 语料库翻译学文库,45.0,259,http://product.dangdang.com/25342792.html
 Python入门很简单,54.5,12,http://product.dangdang.com/27924690.html
 Python数据分析 活用Pandas库 数据科学教程数据分析入门图书 Python编程入门数据处理,69.4,0,http://product.dangdang.com/1577881715.html
 Python基础教程(第2版·修订版),54.5,29343,http://product.dangdang.com/23473514.html
 从零开始学Python网络爬虫,46.6,1720,http://product.dangdang.com/25182747.html
 Python与机器学习,37.4,2,http://product.dangdang.com/28525583.html
 Python语言在Abaqus中的应用,37.9,1234,http://product.dangdang.com/22479069.html
 Python数据分析、挖掘与可视化 慕课版,39.84,6,http://product.dangdang.com/1558207685.html
 Python轻松学:爬虫、游戏与架站,46.6,58,http://product.dangdang.com/26918588.html
 Python全案例学习与实践,64.0,25,http://product.dangdang.com/27939184.html
 Python零基础快乐学习之旅（K12实战训练）,40.7,15,http://product.dangdang.com/27941820.html
 零基础轻松学Python：青少年趣味编程（全彩版）,48.1,95,http://product.dangdang.com/28487240.html
 Python机器学习与量化投资,62.4,128,http://product.dangdang.com/26445010.html
 python入门三剑客 套装3册 Python编程从入门到实践+Python编程快速上手+Python极客项目编程 p,227.0,8,http://product.dangdang.com/410272290.html
 机器学习即服务：将Python机器学习创意快速转变为云端Web应用程序,78.2,77,http://product.dangdang.com/27884991.html
 Python核心编程 第3版 [美]卫斯理 春(Wesley Chun) 9787115414779,54.45,156,http://product.dangdang.com/1393731381.html
 Python大规模机器学习,70.3,62,http://product.dangdang.com/27867226.html
 Python量化交易实战入门与技巧,54.5,408,http://product.dangdang.com/25343972.html
 Selenium3自动化测试实战——基于Python语言,40.7,1004,http://product.dangdang.com/27895220.html
 套装2册 Python3网络爬虫开发实战+Python 3反爬虫原理与绕过实战 网络数据采集数据分析,94.0,2,http://product.dangdang.com/1578982735.html
 Python趣码快乐编程,39.0,39,http://product.dangdang.com/27870338.html
 Python编程从入门到实践+零基础入门学习Python+Python基础教程第二版（修订版） Python编程入门书,237.5,127,http://product.dangdang.com/1427665587.html
 Python自动化运维实战 运维工程师系统运维教程书籍 软件自动化测试开发技术 DevOps实战,39.5,0,http://product.dangdang.com/1590830925.html
 正版 流畅的Python+Python编程 从入门到实践 套装2册 Python软件开发技术 pyt,182.0,46,http://product.dangdang.com/1237283221.html
 跟老齐学Python：Django实战（第2版）,39.5,345,http://product.dangdang.com/26909544.html
 人工智能开源硬件与Python编程实践,47.7,0,http://product.dangdang.com/28539277.html
 Python 3程序开发指南（第2版 修订版）,54.5,1338,http://product.dangdang.com/23656113.html
 Python程序设计实验指导书,39.0,70,http://product.dangdang.com/27856609.html
 Python机器学习经典实例,46.6,916,http://product.dangdang.com/25152513.html
 Python编程项目实战三部曲：Python编程快速上手+Python极客项目编程+Python游戏,103.5,0,http://product.dangdang.com/1583893195.html
 Python Web开发基础教程（Django版）（微课版）,47.7,12,http://product.dangdang.com/28500088.html
 Python与数据挖掘,38.7,582,http://product.dangdang.com/24144182.html
 人脸识别与美颜算法实战：基于Python 机器学习与深度学习,78.2,0,http://product.dangdang.com/28534438.html
 Python程序设计教程（普通高等教育新工科人才培养规划教材（大数据专业））,29.8,6,http://product.dangdang.com/25313788.html
 轻松掌握BBC micro:bit上Python编程（全彩）,34.5,91,http://product.dangdang.com/27879547.html
 Python高手之路 第3版,37.9,362,http://product.dangdang.com/24147202.html
 Python 人口统计,51.0,65,http://product.dangdang.com/27941871.html
 趣味编程挑战：从Python入门到AI应用,66.1,0,http://product.dangdang.com/28536355.html
 Python编程快速上手 让繁琐工作自动化,21.99,2233,http://product.dangdang.com/1900652264.html
 Python语言程序设计基础 第2版 Python嵩天 教育部大学计算机课程改革项目规划教材 教材 专科教材 工学 P,35.0,2,http://product.dangdang.com/1609477227.html
 神经网络与深度学习实战 Python+Keras+TensorFlow,86.1,418,http://product.dangdang.com/27914316.html
 Python深度学习实战：基于TensorFlow和Keras的聊天机器人以及人脸、物体和语音识别,54.5,415,http://product.dangdang.com/27857147.html
 零基础入门Python深度学习,46.6,1,http://product.dangdang.com/28538363.html
 包邮 [套装书]Python学习手册（原书第5版）+利用Python进行数据分析|8065098,229.8,22,http://product.dangdang.com/1548239035.html
 Python Django Web典型模块开发实战,78.2,153,http://product.dangdang.com/27914317.html
 Python+Spark 2.0+Hadoop机器学习与大数据实战,78.2,1117,http://product.dangdang.com/25213411.html
 跟孩子一起玩编程——Python编程快速入门,29.5,83,http://product.dangdang.com/27939873.html
 Python自动化运维：技术与最佳实践,47.6,2786,http://product.dangdang.com/23593858.html
 Python+TensorFlow机器学习实战,54.5,243,http://product.dangdang.com/27886292.html
 从零开始学Python大数据与量化交易,44.2,58,http://product.dangdang.com/28481481.html
 Python王者归来,101.1,289,http://product.dangdang.com/27856608.html
 Python数据分析与可视化-微课视频版,36.9,2,http://product.dangdang.com/28518632.html
 Python核心编程实践,40.0,0,http://product.dangdang.com/28530815.html
 编程超有趣 奇妙Python轻松学 第1辑,54.5,624,http://product.dangdang.com/25324475.html
 高教版Python语言程序设计冲刺试卷(含线上题库)（第3版）,42.0,0,http://product.dangdang.com/28541426.html
 Python cookbook 第3版中文版+像计算机科学家一样思考Python 第2版 套装2册 Python编程从,141.6,19,http://product.dangdang.com/410272293.html
 Python程序设计实践教程,28.6,0,http://product.dangdang.com/28534969.html
 Python黑客攻防入门,46.6,833,http://product.dangdang.com/25219985.html
 Python 3 基础教程（第2版）（慕课版）,47.7,0,http://product.dangdang.com/28532082.html
 Python深度学习,46.6,1010,http://product.dangdang.com/25286949.html
 Python 新手学Django 2.0架站的16堂课（第2版）,68.3,333,http://product.dangdang.com/27851580.html
 Python核心编程（第二版）(Python领域经典作品、非常有名的开发指南),70.3,14974,http://product.dangdang.com/20255354.html
 Python应用编程丛书:解析Python网络爬虫：核心技术、Scrapy框架、分布式爬虫,38.0,66,http://product.dangdang.com/25343952.html
 【正版特价】Python数据科学导论|230673,28.3,0,http://product.dangdang.com/1503074365.html
 Python与有限元--基于Python编程的有限元分析及应用扩展,44.9,369,http://product.dangdang.com/25216052.html
" 流畅的Python (巴西)卢西亚诺·拉马略(Luciano Ramalho) 著;安道,吴珂 译",91.8,88,http://product.dangdang.com/1369218747.html
 复杂性思考：复杂性科学和计算模型（原书第2版）,54.5,4,http://product.dangdang.com/28525552.html
 Python自动化开发实战,54.5,169,http://product.dangdang.com/27866832.html
 Python3智能数据分析快速入门,94.0,184,http://product.dangdang.com/27895033.html
 Python算法指南——程序员经典算法分析与实现,94.0,56,http://product.dangdang.com/27941769.html
 Python金融大数据分析 第二2版 金融数据科学算法交易量化金融计算入门书籍 金融科技计算机,69.5,0,http://product.dangdang.com/1583787465.html
 数据结构 Python语言描述,54.5,4591,http://product.dangdang.com/25195904.html
 Python语言基础简明教程,61.2,0,http://product.dangdang.com/28526430.html
 Python程序设计基础（第2版）,46.9,72,http://product.dangdang.com/28482393.html
 精通Python设计模式,31.0,403,http://product.dangdang.com/24003313.html
